기준년월,시도명,시군구명,성별코드,사용금액
2016-09,서울특별시,강동구,F,49830
2016-09,서울특별시,금천구,F,45250261
2016-09,서울특별시,노원구,F,99452186
2016-09,경기도,고양시 덕양구,M,
2016-09,경기도,고양시 일산동구,F,
2016-09,경기도,과천시,F,5275794240
2016-09,경기도,광주시,M,
2016-09,경기도,부천시,F,
2016-09,경기도,수원시 권선구,F,
2016-09,경기도,시흥시,F,
2016-09,경기도,안성시,M,
2016-09,경기도,안양시 만안구,F,
2016-09,경기도,용인시 처인구,M,
2016-09,경기도,의정부시,F,
2016-09,경기도,이천시,M,
2016-09,경기도,하남시,F,
2016-09,경기도,화성시,M,
2016-09,서울특별시,구로구,M,663524325
2016-09,서울특별시,노원구,M,215229700
2016-09,서울특별시,마포구,M,239145726
2016-09,서울특별시,중랑구,F,66325338
2016-09,경기도,김포시,F,
2016-09,경기도,김포시,M,
2016-09,경기도,수원시 장안구,M,
2016-09,경기도,용인시 수지구,M,
2016-09,경기도,평택시,M,
2016-09,서울특별시,강서구,F,5103011958
2016-09,서울특별시,도봉구,F,29675668
2016-09,서울특별시,도봉구,M,51358662
2016-09,서울특별시,마포구,F,82822475
2016-09,서울특별시,송파구,F,21744453
2016-09,인천광역시,서구,F,138546788
2016-09,인천광역시,서구,M,161878100
2016-09,강원도,춘천시,M,32602410
2016-09,경기도,가평군,M,7892711752
2016-09,경기도,고양시 덕양구,F,
2016-09,경기도,고양시 일산동구,M,
2016-09,경기도,과천시,M,5495190316
2016-09,경기도,구리시,F,
2016-09,경기도,구리시,M,
2016-09,경기도,동두천시,F,4469410747
2016-09,경기도,부천시,M,
2016-09,경기도,성남시 중원구,M,
2016-09,경기도,수원시 영통구,F,
2016-09,경기도,수원시 장안구,F,
2016-09,경기도,수원시 팔달구,F,
2016-09,경기도,여주시,F,
2016-09,경기도,연천군,F,969512670
2016-09,경기도,이천시,F,
2016-09,서울특별시,양천구,F,906000
2016-09,서울특별시,양천구,M,99660
2016-09,인천광역시,부평구,M,49859083
2016-09,경기도,광명시,F,
2016-09,경기도,성남시 분당구,M,
2016-09,경기도,수원시 팔달구,M,
2016-09,경기도,안성시,F,
2016-09,경기도,양평군,M,6447815939
2016-09,경기도,여주시,M,
2016-09,경기도,오산시,F,
2016-09,경기도,용인시 수지구,F,
2016-09,경기도,의왕시,F,8804751125
2016-09,경기도,포천시,M,
2016-09,경기도,화성시,F,
2016-09,서울특별시,강동구,M,0
2016-09,서울특별시,금천구,M,30594261
2016-09,서울특별시,은평구,M,30671724
2016-09,인천광역시,계양구,M,8209810
2016-09,경기도,가평군,F,4377162575
2016-09,경기도,고양시 일산서구,M,
2016-09,경기도,광주시,F,
2016-09,경기도,남양주시,F,
2016-09,경기도,성남시 분당구,F,
2016-09,경기도,안산시 상록구,F,
2016-09,경기도,양평군,F,3669246184
2016-09,경기도,용인시 기흥구,F,
2016-09,경기도,파주시,F,
2016-09,경기도,포천시,F,7563191470
2016-09,서울특별시,강서구,M,4606648891
2016-09,인천광역시,계양구,F,4874733
2016-09,인천광역시,부평구,F,38634286
2016-09,경기도,고양시 일산서구,F,
2016-09,경기도,광명시,M,
2016-09,경기도,군포시,F,
2016-09,경기도,남양주시,M,
2016-09,경기도,성남시 중원구,F,
2016-09,경기도,안산시 상록구,M,
2016-09,경기도,안양시 동안구,M,
2016-09,경기도,오산시,M,
2016-09,경기도,의왕시,M,
2016-09,서울특별시,구로구,F,231932516
2016-09,서울특별시,서초구,F,31823341
2016-09,서울특별시,서초구,M,105277517
2016-09,서울특별시,송파구,M,26942402
2016-09,서울특별시,은평구,F,4369185
2016-09,충청남도,아산시,F,3321849
2016-09,강원도,춘천시,F,20951250
2016-09,경기도,군포시,M,
2016-09,경기도,동두천시,M,6896037161
2016-09,경기도,성남시 수정구,F,
2016-09,경기도,성남시 수정구,M,
2016-09,경기도,시흥시,M,
2016-09,경기도,안산시 단원구,F,
2016-09,경기도,안양시 동안구,F,
2016-09,경기도,의정부시,M,
2016-09,경기도,평택시,F,
2016-09,서울특별시,중랑구,M,183777819
2016-09,충청남도,아산시,M,9646091
2015-10,인천광역시,계양구,F,430680
2015-10,서울특별시,강서구,M,5239368973
2015-10,경기도,하남시,M,
2015-10,경기도,평택시,M,
2015-10,경기도,파주시,M,
2015-10,경기도,용인시 기흥구,F,
2015-10,경기도,안양시 동안구,M,
2015-10,경기도,수원시 권선구,M,
2015-10,경기도,성남시 중원구,M,
2015-10,경기도,성남시 분당구,F,
2015-10,경기도,남양주시,F,
2015-10,경기도,고양시 덕양구,M,
2015-10,경기도,고양시 일산서구,M,
2015-10,경기도,고양시 일산서구,F,
2015-10,서울특별시,은평구,M,16631352
2015-10,서울특별시,양천구,F,4528800
2015-10,서울특별시,마포구,M,279879107
2015-10,경기도,파주시,F,
2015-10,경기도,이천시,M,
2015-10,경기도,의왕시,M,
2015-10,경기도,양평군,F,3521281039
2015-10,경기도,양주시,M,
2015-10,경기도,안성시,M,
2015-10,경기도,안성시,F,
2015-10,경기도,안산시 단원구,F,
2015-10,경기도,남양주시,M,
2015-10,경기도,과천시,M,5081689069
2015-10,경기도,과천시,F,4385936229
2015-10,인천광역시,서구,M,133871639
2015-10,인천광역시,부평구,F,2562324
2015-10,인천광역시,계양구,M,1240980
2015-10,서울특별시,서초구,F,37178296
2015-10,서울특별시,강동구,M,0
2015-10,경기도,이천시,F,
2015-10,경기도,수원시 팔달구,F,
2015-10,경기도,성남시 중원구,F,
2015-10,경기도,성남시 수정구,M,
2015-10,경기도,동두천시,M,6855517114
2015-10,경기도,광주시,F,
2015-10,경기도,광명시,M,
2015-10,경기도,고양시 일산동구,M,
2015-10,충청남도,아산시,M,12200232
2015-10,서울특별시,은평구,F,2829612
2015-10,서울특별시,양천구,M,528360
2015-10,서울특별시,노원구,F,108748512
2015-10,경기도,평택시,F,
2015-10,경기도,의정부시,M,
2015-10,경기도,의정부시,F,
2015-10,경기도,연천군,F,827694539
2015-10,경기도,여주시,F,
2015-10,경기도,양주시,F,9576663612
2015-10,경기도,안양시 만안구,F,
2015-10,경기도,안양시 동안구,F,
2015-10,경기도,안산시 상록구,F,
2015-10,경기도,수원시 팔달구,M,
2015-10,경기도,군포시,M,
2015-10,경기도,고양시 일산동구,F,
2015-10,강원도,춘천시,M,10481952
2015-10,강원도,춘천시,F,7322448
2015-10,충청북도,음성군,F,0
2015-10,서울특별시,중랑구,M,133892041
2015-10,서울특별시,노원구,M,244111120
2015-10,서울특별시,금천구,F,33201654
2015-10,서울특별시,구로구,F,240331934
2015-10,경기도,포천시,M,
2015-10,경기도,포천시,F,7818179870
2015-10,경기도,의왕시,F,9149489325
2015-10,경기도,용인시 수지구,M,
2015-10,경기도,용인시 기흥구,M,
2015-10,경기도,여주시,M,
2015-10,경기도,안산시 상록구,M,
2015-10,경기도,안산시 단원구,M,
2015-10,경기도,수원시 영통구,F,
2015-10,경기도,수원시 권선구,F,
2015-10,경기도,성남시 수정구,F,
2015-10,경기도,동두천시,F,4145686506
2015-10,경기도,구리시,F,
2015-10,서울특별시,송파구,M,14847360
2015-10,서울특별시,도봉구,F,53967090
2015-10,서울특별시,구로구,M,665670707
2015-10,경기도,화성시,F,
2015-10,경기도,용인시 처인구,M,
2015-10,경기도,용인시 처인구,F,
2015-10,경기도,오산시,M,
2015-10,경기도,시흥시,M,
2015-10,경기도,시흥시,F,
2015-10,경기도,수원시 장안구,F,
2015-10,경기도,수원시 영통구,M,
2015-10,경기도,부천시,M,
2015-10,경기도,부천시,F,
2015-10,경기도,구리시,M,
2015-10,충청북도,음성군,M,0
2015-10,충청남도,아산시,F,3525360
2015-10,서울특별시,서초구,M,108940018
2015-10,서울특별시,도봉구,M,100437480
2015-10,서울특별시,금천구,M,33633000
2015-10,서울특별시,강서구,F,5833444996
2015-10,서울특별시,강동구,F,0
2015-10,경기도,성남시 분당구,M,
2015-10,경기도,김포시,M,
2015-10,경기도,군포시,F,
2015-10,경기도,광명시,F,
2015-10,경기도,고양시 덕양구,F,
2015-10,경기도,가평군,F,4243167510
2015-10,인천광역시,서구,F,135970072
2015-10,인천광역시,부평구,M,11098890
2015-10,서울특별시,중랑구,F,44308771
2015-10,서울특별시,송파구,F,34543200
2015-10,서울특별시,마포구,F,122787498
2015-10,경기도,화성시,M,
2015-10,경기도,하남시,F,9063165163
2015-10,경기도,용인시 수지구,F,
2015-10,경기도,오산시,F,
2015-10,경기도,연천군,M,5344804197
2015-10,경기도,양평군,M,6288339672
2015-10,경기도,안양시 만안구,M,
2015-10,경기도,수원시 장안구,M,
2015-10,경기도,김포시,F,
2015-10,경기도,광주시,M,
2015-10,경기도,가평군,M,7824129403
2016-03,경기도,고양시 덕양구,F,
2016-03,경기도,고양시 일산동구,M,
2016-03,경기도,광명시,M,
2016-03,경기도,구리시,M,
2016-03,경기도,김포시,F,
2016-03,경기도,남양주시,F,
2016-03,경기도,수원시 장안구,F,
2016-03,경기도,수원시 팔달구,F,
2016-03,경기도,안양시 만안구,M,
2016-03,경기도,양평군,F,3090858976
2016-03,경기도,이천시,F,
2016-03,경기도,이천시,M,
2016-03,서울특별시,송파구,M,21212100
2016-03,인천광역시,부평구,F,3239868
2016-03,인천광역시,부평구,M,11327994
2016-03,충청북도,음성군,F,0
2016-03,강원도,춘천시,M,32223300
2016-03,경기도,군포시,F,
2016-03,경기도,오산시,F,
2016-03,경기도,용인시 처인구,M,
2016-03,경기도,의왕시,F,8442759594
2016-03,경기도,파주시,M,
2016-03,경기도,포천시,M,
2016-03,서울특별시,강동구,F,0
2016-03,서울특별시,도봉구,M,75643352
2016-03,서울특별시,은평구,F,10883328
2016-03,서울특별시,중랑구,M,196807640
2016-03,인천광역시,계양구,M,1709222
2016-03,경기도,고양시 일산동구,F,
2016-03,경기도,광주시,F,
2016-03,경기도,구리시,F,
2016-03,경기도,동두천시,M,6875909466
2016-03,경기도,부천시,F,
2016-03,경기도,성남시 수정구,F,
2016-03,경기도,수원시 권선구,F,
2016-03,경기도,안산시 단원구,M,
2016-03,경기도,의정부시,F,
2016-03,경기도,의정부시,M,
2016-03,경기도,평택시,F,
2016-03,경기도,평택시,M,
2016-03,서울특별시,강동구,M,1776000
2016-03,서울특별시,금천구,M,29244282
2016-03,서울특별시,서초구,F,44745832
2016-03,경기도,광명시,F,
2016-03,경기도,광주시,M,
2016-03,경기도,성남시 중원구,M,
2016-03,경기도,수원시 영통구,F,
2016-03,경기도,수원시 팔달구,M,
2016-03,경기도,안산시 상록구,F,
2016-03,경기도,안양시 동안구,F,
2016-03,경기도,양주시,M,
2016-03,경기도,연천군,M,5096198371
2016-03,경기도,용인시 기흥구,F,
2016-03,경기도,용인시 기흥구,M,
2016-03,서울특별시,강서구,F,5613842045
2016-03,서울특별시,노원구,F,85761042
2016-03,서울특별시,노원구,M,170947996
2016-03,서울특별시,마포구,F,89561043
2016-03,서울특별시,서초구,M,115228967
2016-03,서울특별시,양천구,F,1252080
2016-03,충청북도,음성군,M,0
2016-03,경기도,가평군,M,6178717107
2016-03,경기도,남양주시,M,
2016-03,경기도,양평군,M,5582530393
2016-03,경기도,여주시,F,
2016-03,경기도,연천군,F,806475539
2016-03,경기도,용인시 처인구,F,
2016-03,서울특별시,금천구,F,46572270
2016-03,서울특별시,송파구,F,20432880
2016-03,경기도,시흥시,F,
2016-03,인천광역시,계양구,F,3552000
2016-03,인천광역시,서구,F,140223902
2016-03,경기도,가평군,F,3107450457
2016-03,경기도,고양시 덕양구,M,
2016-03,경기도,고양시 일산서구,M,
2016-03,경기도,동두천시,F,4017594095
2016-03,경기도,수원시 영통구,M,
2016-03,경기도,시흥시,M,
2016-03,경기도,안산시 상록구,M,
2016-03,경기도,안성시,F,
2016-03,경기도,안양시 동안구,M,
2016-03,경기도,용인시 수지구,M,
2016-03,경기도,하남시,F,8369043259
2016-03,경기도,화성시,M,
2016-03,서울특별시,강서구,M,4908004678
2016-03,서울특별시,구로구,F,234184692
2016-03,서울특별시,구로구,M,662361154
2016-03,서울특별시,양천구,M,483960
2016-03,서울특별시,은평구,M,50940120
2016-03,경기도,과천시,M,4796179069
2016-03,경기도,군포시,M,
2016-03,경기도,김포시,M,
2016-03,경기도,성남시 분당구,M,
2016-03,경기도,성남시 수정구,M,
2016-03,경기도,성남시 중원구,F,
2016-03,경기도,수원시 권선구,M,
2016-03,경기도,수원시 장안구,M,
2016-03,경기도,안양시 만안구,F,
2016-03,경기도,오산시,M,
2016-03,경기도,화성시,F,
2016-03,서울특별시,도봉구,F,35205026
2016-03,서울특별시,마포구,M,248976388
2016-03,서울특별시,중랑구,F,65692033
2016-03,강원도,춘천시,F,25174800
2016-03,경기도,고양시 일산서구,F,
2016-03,경기도,과천시,F,4378965811
2016-03,경기도,부천시,M,
2016-03,경기도,성남시 분당구,F,
2016-03,경기도,안산시 단원구,F,
2016-03,경기도,안성시,M,
2016-03,경기도,양주시,F,8633698872
2016-03,경기도,여주시,M,
2016-03,경기도,용인시 수지구,F,
2016-03,경기도,의왕시,M,
2016-03,경기도,파주시,F,
2016-03,경기도,포천시,F,6636911116
2016-03,경기도,하남시,M,
2016-03,인천광역시,서구,M,134989586
2016-03,충청남도,아산시,F,3460270
2016-03,충청남도,아산시,M,6239488
2014-03,서울특별시,서초구,M,81064505
2014-03,경기도,이천시,F,
2014-03,경기도,의정부시,F,
2014-03,경기도,안양시 만안구,M,
2014-03,경기도,안양시 동안구,F,
2014-03,강원도,춘천시,F,12506760
2014-03,경기도,고양시 덕양구,M,
2014-03,경기도,고양시 일산동구,M,
2014-03,경기도,광명시,F,
2014-03,경기도,구리시,F,
2014-03,경기도,수원시 팔달구,M,
2014-03,경기도,안성시,F,
2014-03,서울특별시,양천구,M,1777230
2014-03,서울특별시,도봉구,M,161929882
2014-03,서울특별시,금천구,M,12032906
2014-03,서울특별시,강서구,F,42175697
2014-03,경기도,용인시 처인구,M,
2014-03,경기도,양주시,M,
2014-03,경기도,안산시 단원구,F,
2014-03,경기도,시흥시,M,
2014-03,경기도,수원시 팔달구,F,
2014-03,경기도,수원시 장안구,M,
2014-03,경기도,남양주시,F,
2014-03,경기도,김포시,F,
2014-03,경기도,광주시,M,
2014-03,경기도,고양시 일산서구,F,
2014-03,인천광역시,부평구,M,10981341
2014-03,인천광역시,부평구,F,3907701
2014-03,경기도,평택시,F,
2014-03,서울특별시,구로구,M,545390124
2014-03,서울특별시,중랑구,M,98535294
2014-03,충청남도,아산시,M,31263240
2014-03,경기도,광명시,M,
2014-03,경기도,광주시,F,
2014-03,경기도,동두천시,M,6309491067
2014-03,경기도,성남시 분당구,F,
2014-03,경기도,수원시 권선구,F,
2014-03,경기도,양평군,M,5269560981
2014-03,경기도,용인시 수지구,M,
2014-03,경기도,파주시,M,
2014-03,경기도,안양시 만안구,F,
2014-03,경기도,여주시,F,
2014-03,경기도,용인시 수지구,F,
2014-03,경기도,용인시 처인구,F,
2014-03,경기도,평택시,M,
2014-03,충청남도,아산시,F,7278044
2014-03,서울특별시,중랑구,F,43073303
2014-03,경기도,하남시,M,
2014-03,경기도,포천시,F,7489330719
2014-03,경기도,과천시,F,3923450989
2014-03,경기도,성남시 수정구,F,
2014-03,경기도,수원시 영통구,M,
2014-03,인천광역시,서구,F,75584622
2014-03,인천광역시,계양구,M,589617
2014-03,서울특별시,은평구,M,82593924
2014-03,서울특별시,서초구,F,33057140
2014-03,서울특별시,강서구,M,153243213
2014-03,경기도,하남시,F,7768713277
2014-03,경기도,이천시,M,
2014-03,경기도,의정부시,M,
2014-03,경기도,용인시 기흥구,F,
2014-03,경기도,오산시,F,
2014-03,경기도,여주시,M,
2014-03,경기도,양평군,F,2829339510
2014-03,경기도,안산시 상록구,F,
2014-03,경기도,안산시 단원구,M,
2014-03,경기도,시흥시,F,
2014-03,경기도,부천시,F,
2014-03,경기도,성남시 중원구,F,
2014-03,경기도,수원시 권선구,M,
2014-03,경기도,수원시 장안구,F,
2014-03,강원도,춘천시,M,11399850
2014-03,경기도,고양시 일산동구,F,
2014-03,경기도,과천시,M,4222062183
2014-03,경기도,의왕시,F,8645002975
2014-03,경기도,오산시,M,
2014-03,경기도,연천군,F,700849279
2014-03,경기도,양주시,F,8113280680
2014-03,경기도,안양시 동안구,M,
2014-03,경기도,안산시 상록구,M,
2014-03,경기도,김포시,M,
2014-03,경기도,고양시 덕양구,F,
2014-03,경기도,가평군,M,6250010756
2014-03,경기도,가평군,F,3227424124
2014-03,충청북도,음성군,F,0
2014-03,서울특별시,마포구,F,125681437
2014-03,서울특별시,노원구,F,117379431
2014-03,서울특별시,강동구,M,79380
2014-03,경기도,의왕시,M,
2014-03,경기도,성남시 중원구,M,
2014-03,경기도,성남시 수정구,M,
2014-03,경기도,동두천시,F,3851859939
2014-03,경기도,남양주시,M,
2014-03,충청북도,음성군,M,0
2014-03,인천광역시,서구,M,90175460
2014-03,인천광역시,계양구,F,13230000
2014-03,서울특별시,양천구,F,1283310
2014-03,서울특별시,마포구,M,337522455
2014-03,서울특별시,구로구,F,178991051
2014-03,경기도,화성시,M,
2014-03,경기도,화성시,F,
2014-03,경기도,포천시,M,
2014-03,경기도,용인시 기흥구,M,
2014-03,경기도,연천군,M,4410691594
2014-03,경기도,안성시,M,
2014-03,경기도,군포시,F,
2014-03,경기도,군포시,M,
2014-03,경기도,부천시,M,
2014-03,경기도,성남시 분당구,M,
2014-03,경기도,수원시 영통구,F,
2014-03,경기도,파주시,F,
2014-03,서울특별시,강동구,F,132300
2014-03,서울특별시,금천구,F,12631122
2014-03,서울특별시,노원구,M,278448216
2014-03,서울특별시,도봉구,F,73350022
2014-03,서울특별시,은평구,F,43225188
2014-03,서울특별시,송파구,M,20764838
2014-03,서울특별시,송파구,F,55944775
2014-03,경기도,고양시 일산서구,M,
2014-03,경기도,구리시,M,
2015-03,경기도,안산시 상록구,F,
2015-03,경기도,양평군,F,2938319888
2015-03,경기도,용인시 수지구,F,
2015-03,경기도,용인시 수지구,M,
2015-03,경기도,의정부시,M,
2015-03,경기도,평택시,F,
2015-03,경기도,하남시,F,7875294095
2015-03,경기도,하남시,M,
2015-03,경기도,화성시,F,
2015-03,서울특별시,중랑구,M,172213549
2015-03,경기도,안산시 단원구,M,
2015-03,경기도,수원시 권선구,F,
2015-03,경기도,구리시,F,
2015-03,경기도,광주시,F,
2015-03,경기도,남양주시,M,
2015-03,경기도,부천시,F,
2015-03,경기도,성남시 중원구,M,
2015-03,경기도,안성시,M,
2015-03,경기도,용인시 처인구,F,
2015-03,서울특별시,노원구,M,206341618
2015-03,인천광역시,계양구,M,151745
2015-03,인천광역시,부평구,F,3313025
2015-03,경기도,가평군,M,6263058436
2015-03,경기도,고양시 일산서구,F,
2015-03,인천광역시,서구,M,131589749
2015-03,인천광역시,계양구,F,378250
2015-03,서울특별시,은평구,F,3276535
2015-03,서울특별시,마포구,M,255955683
2015-03,서울특별시,노원구,F,100893938
2015-03,서울특별시,구로구,M,772860883
2015-03,서울특별시,강동구,F,267000
2015-03,경기도,의정부시,F,
2015-03,경기도,의왕시,M,
2015-03,경기도,용인시 처인구,M,
2015-03,경기도,연천군,F,747975972
2015-03,경기도,여주시,F,
2015-03,경기도,시흥시,M,
2015-03,경기도,성남시 수정구,M,
2015-03,경기도,성남시 분당구,F,
2015-03,경기도,과천시,M,4497646137
2015-03,경기도,고양시 일산동구,F,
2015-03,경기도,가평군,F,3024560412
2015-03,경기도,고양시 일산동구,M,
2015-03,경기도,과천시,F,3823734452
2015-03,경기도,광명시,M,
2015-03,경기도,군포시,M,
2015-03,경기도,동두천시,M,6635434672
2015-03,경기도,안성시,F,
2015-03,경기도,의왕시,F,8634389713
2015-03,경기도,이천시,F,
2015-03,서울특별시,강서구,F,7512089335
2015-03,서울특별시,금천구,F,29087425
2015-03,서울특별시,송파구,F,28693600
2015-03,서울특별시,송파구,M,29826330
2015-03,서울특별시,양천구,M,253650
2015-03,서울특별시,은평구,M,26117940
2015-03,경기도,오산시,F,
2015-03,경기도,오산시,M,
2015-03,경기도,용인시 기흥구,F,
2015-03,경기도,포천시,M,
2015-03,서울특별시,강동구,M,534000
2015-03,서울특별시,강서구,M,6278008945
2015-03,서울특별시,금천구,M,25623768
2015-03,서울특별시,양천구,F,2193850
2015-03,서울특별시,중랑구,F,84128358
2015-03,인천광역시,서구,F,109328935
2015-03,충청남도,아산시,M,10697302
2015-03,경기도,동두천시,F,3973056271
2015-03,경기도,부천시,M,
2015-03,경기도,성남시 분당구,M,
2015-03,경기도,수원시 영통구,M,
2015-03,경기도,안산시 단원구,F,
2015-03,경기도,안양시 동안구,M,
2015-03,경기도,연천군,M,5215996701
2015-03,강원도,춘천시,F,7373650
2015-03,경기도,양평군,M,5404079279
2015-03,경기도,용인시 기흥구,M,
2015-03,경기도,포천시,F,7169524562
2015-03,경기도,화성시,M,
2015-03,서울특별시,도봉구,M,31593736
2015-03,충청북도,음성군,F,0
2015-03,경기도,안양시 만안구,M,
2015-03,경기도,수원시 장안구,M,
2015-03,경기도,남양주시,F,
2015-03,경기도,군포시,F,
2015-03,경기도,광주시,M,
2015-03,강원도,춘천시,M,16887750
2015-03,경기도,고양시 덕양구,F,
2015-03,경기도,고양시 덕양구,M,
2015-03,경기도,광명시,F,
2015-03,경기도,성남시 수정구,F,
2015-03,경기도,성남시 중원구,F,
2015-03,경기도,수원시 팔달구,F,
2015-03,경기도,안산시 상록구,M,
2015-03,경기도,안양시 만안구,F,
2015-03,경기도,여주시,M,
2015-03,경기도,평택시,M,
2015-03,서울특별시,구로구,F,248682091
2015-03,서울특별시,서초구,F,35703107
2015-03,서울특별시,서초구,M,84572909
2015-03,인천광역시,부평구,M,9095578
2015-03,경기도,수원시 권선구,M,
2015-03,경기도,김포시,M,
2015-03,경기도,김포시,F,
2015-03,경기도,구리시,M,
2015-03,경기도,고양시 일산서구,M,
2015-03,충청북도,음성군,M,195800
2015-03,충청남도,아산시,F,3325396
2015-03,서울특별시,마포구,F,109812272
2015-03,서울특별시,도봉구,F,22846024
2015-03,경기도,파주시,M,
2015-03,경기도,파주시,F,
2015-03,경기도,이천시,M,
2015-03,경기도,양주시,M,
2015-03,경기도,양주시,F,8373372902
2015-03,경기도,안양시 동안구,F,
2015-03,경기도,시흥시,F,
2015-03,경기도,수원시 팔달구,M,
2015-03,경기도,수원시 장안구,F,
2015-03,경기도,수원시 영통구,F,
2014-08,서울특별시,강동구,M,0
2014-08,경기도,과천시,M,4697840760
2014-08,경기도,수원시 팔달구,M,
2014-08,경기도,고양시 일산동구,M,
2014-08,경기도,안성시,M,
2014-08,경기도,화성시,F,
2014-08,인천광역시,부평구,M,7881367
2014-08,서울특별시,양천구,M,526800
2014-08,경기도,부천시,M,
2014-08,경기도,수원시 영통구,M,
2014-08,경기도,수원시 팔달구,F,
2014-08,경기도,시흥시,F,
2014-08,경기도,안성시,F,
2014-08,경기도,용인시 기흥구,M,
2014-08,경기도,용인시 수지구,M,
2014-08,경기도,이천시,M,
2014-08,경기도,파주시,F,
2014-08,경기도,포천시,F,8951565261
2014-08,서울특별시,강동구,F,79020
2014-08,서울특별시,서초구,F,36199940
2014-08,서울특별시,송파구,M,52636583
2014-08,충청남도,천안시 서북구,F,0
2014-08,충청북도,음성군,M,724350
2014-08,경기도,가평군,F,6771566211
2014-08,경기도,가평군,M,
2014-08,경기도,김포시,M,
2014-08,경기도,용인시 기흥구,F,
2014-08,경기도,용인시 수지구,F,
2014-08,경기도,의왕시,F,9146835169
2014-08,경기도,의정부시,F,
2014-08,경기도,평택시,M,
2014-08,서울특별시,금천구,F,13860986
2014-08,서울특별시,도봉구,M,195639191
2014-08,서울특별시,중랑구,F,70952014
2014-08,충청남도,아산시,F,4102411
2014-08,충청북도,음성군,F,0
2014-08,경기도,고양시 일산서구,M,
2014-08,경기도,동두천시,F,4080436138
2014-08,경기도,수원시 권선구,F,
2014-08,경기도,양주시,M,
2014-08,경기도,오산시,F,
2014-08,경기도,오산시,M,
2014-08,경기도,김포시,F,
2014-08,경기도,동두천시,M,6863997130
2014-08,경기도,성남시 수정구,M,
2014-08,경기도,성남시 중원구,F,
2014-08,경기도,수원시 영통구,F,
2014-08,경기도,수원시 장안구,F,
2014-08,경기도,안산시 상록구,F,
2014-08,경기도,안양시 동안구,M,
2014-08,경기도,양주시,F,9113492206
2014-08,경기도,파주시,M,
2014-08,서울특별시,노원구,F,161902559
2014-08,서울특별시,도봉구,F,88243399
2014-08,서울특별시,마포구,F,122357606
2014-08,서울특별시,은평구,F,36212671
2014-08,경기도,고양시 덕양구,F,
2014-08,경기도,과천시,F,4306696892
2014-08,경기도,광명시,F,
2014-08,경기도,광주시,M,
2014-08,경기도,구리시,F,
2014-08,경기도,구리시,M,
2014-08,경기도,군포시,F,
2014-08,충청남도,천안시 서북구,M,10448200
2014-08,충청남도,아산시,M,8931964
2014-08,서울특별시,중랑구,M,161041627
2014-08,서울특별시,양천구,F,526800
2014-08,서울특별시,서초구,M,88530781
2014-08,서울특별시,금천구,M,15793025
2014-08,경기도,화성시,M,
2014-08,경기도,광명시,M,
2014-08,경기도,광주시,F,
2014-08,경기도,군포시,M,
2014-08,경기도,성남시 중원구,M,
2014-08,경기도,시흥시,M,
2014-08,경기도,하남시,F,8233953946
2014-08,인천광역시,계양구,M,1833264
2014-08,서울특별시,구로구,F,250291118
2014-08,서울특별시,강서구,F,58922887
2014-08,경기도,이천시,F,
2014-08,경기도,용인시 처인구,F,
2014-08,경기도,연천군,M,4857206808
2014-08,경기도,연천군,F,949456026
2014-08,경기도,여주시,M,
2014-08,경기도,여주시,F,
2014-08,경기도,안양시 만안구,M,
2014-08,경기도,안양시 동안구,F,
2014-08,경기도,안산시 단원구,M,
2014-08,경기도,성남시 수정구,F,9768460829
2014-08,경기도,성남시 분당구,F,
2014-08,경기도,고양시 덕양구,M,
2014-08,강원도,춘천시,F,25778080
2014-08,서울특별시,마포구,M,350796493
2014-08,인천광역시,부평구,F,2898717
2014-08,경기도,성남시 분당구,M,
2014-08,경기도,부천시,F,
2014-08,경기도,남양주시,F,
2014-08,경기도,고양시 일산서구,F,
2014-08,경기도,고양시 일산동구,F,
2014-08,인천광역시,계양구,F,1512355
2014-08,서울특별시,노원구,M,311001385
2014-08,서울특별시,구로구,M,769461649
2014-08,경기도,의왕시,M,
2014-08,경기도,용인시 처인구,M,
2014-08,경기도,양평군,F,4561364304
2014-08,경기도,안양시 만안구,F,
2014-08,경기도,안산시 상록구,M,
2014-08,경기도,안산시 단원구,F,
2014-08,경기도,수원시 장안구,M,
2014-08,경기도,수원시 권선구,M,
2014-08,서울특별시,송파구,F,37310610
2014-08,경기도,하남시,M,
2014-08,경기도,포천시,M,
2014-08,경기도,평택시,F,
2014-08,경기도,의정부시,M,
2014-08,경기도,양평군,M,7291704461
2014-08,경기도,남양주시,M,
2014-08,강원도,춘천시,M,27740410
2014-08,서울특별시,강서구,M,232779820
2014-08,인천광역시,서구,M,106545827
2014-08,인천광역시,서구,F,102185679
2014-08,서울특별시,은평구,M,56811100
2015-11,경기도,과천시,F,3474619497
2015-11,경기도,광명시,F,
2015-11,경기도,김포시,F,
2015-11,경기도,김포시,M,
2015-11,경기도,부천시,F,
2015-11,경기도,성남시 중원구,F,
2015-11,경기도,안산시 단원구,M,
2015-11,경기도,안산시 상록구,M,
2015-11,경기도,양주시,M,
2015-11,경기도,용인시 기흥구,F,
2015-11,서울특별시,강서구,M,4973564860
2015-11,인천광역시,계양구,M,8732592
2015-11,경기도,고양시 일산서구,F,
2015-11,경기도,군포시,F,
2015-11,경기도,동두천시,F,3954253313
2015-11,경기도,성남시 수정구,M,
2015-11,경기도,수원시 권선구,M,
2015-11,경기도,수원시 장안구,M,
2015-11,경기도,안양시 동안구,F,
